	shopname	address	phone	website	longitude	latitude
796	Sapp Coffee Shop	5183 Hollywood Blvd, Los Angeles, CA 90027	(323) 665-1035	http://www.sapp.menutoeat.com	-118.3032479	34.1018668
797	Coffee Commissary	801 N Fairfax Ave, Los Angeles, CA 90046	(323) 782-1465	http://www.coffeecommissary.com	-118.3618391	34.0858803
798	Yum-Yum Donuts	716 N Western Ave, Los Angeles, CA 90029	(323) 467-0044	http://www.yumyumdonuts.com	-118.3089547	34.0840622
799	Starbucks Coffee	8949 Santa Monica Blvd, West Hollywood, CA 90069	(310) 274-1074	http://www.starbucks.com	-118.3856451	34.0842291
800	J&#39s Prime Grind	714 W 1st St, Los Angeles, CA 90012	(213) 626-1900	not found	-118.2503784	34.0567024
801	Ludwigs	1300 W Olympic Blvd, Los Angeles, CA 90015	(213) 908-5112	not found	-118.2705842	34.0472838
802	Yum-Yum Donuts	1931 E Florence Ave, Los Angeles, CA 90001	(323) 588-1154	http://www.yumyumdonuts.com	-118.238366	33.9747426
803	America&#39s Cafe And Bakery	3654 Slauson Ave, Maywood, CA 90270	(323) 582-1587	not found	-118.198913	33.9882478
804	Gavina F & Sons Inc	2700 Fruitland Ave, Vernon, CA 90058	(323) 582-0671	http://www.gavina.com	-118.2230447	33.9959342
805	Cafe Spot	3324 W 6th St Ste 1C, Los Angeles, CA 90020	(213) 380-7200	not found	-118.2950261	34.0631997
806	Cafe B	3465 W 6th St, Los Angeles, CA 90020	(213) 365-1222	not found	-118.2972824	34.0637327
807	Winchell&#39s Donuts	2520 S Robertson Blvd, Los Angeles, CA 90034	(310) 558-9404	http://www.winchells.com	-118.3881483	34.0384019
808	Jhd Mid Wilshire	3435 Wilshire Blvd, Los Angeles, CA 90010	(310) 384-7277	http://www.blankspaces.com	-118.2985086	34.0622581
809	Espressos	11901 Santa Monica Blvd, Los Angeles, CA 90025	(310) 479-4533	http://www.8espressos.com	-118.4609639	34.0421011
810	W 27th St Cafe	2700 S Figueroa St Unit 103, Los Angeles, CA 90007	(213) 744-1545	not found	-118.2764453	34.0269101
811	Bourgeois Pig	5931 Franklin Ave, Los Angeles, CA 90028	(323) 464-6008	http://bourgeoispig.menutoeat.com	-118.3190158	34.1054126
812	Starbucks Coffee	2025 Avenue Of The Stars, Los Angeles, CA 90067	(310) 228-1234	http://www.starbucks.com	-118.4157329	34.0575055
813	Winchell&#39s Donuts	716 N Western Ave, Los Angeles, CA 90029	(323) 467-0044	http://www.winchells.com	-118.3089547	34.0840622
814	The Coffee Bean & Tea Leaf	2081 Hillhurst Ave, Los Angeles, CA 90027	(323) 913-3457	http://coffeebean.com	-118.2878521	34.109824
815	Red Moon Cafe	11267 National Blvd, Los Angeles, CA 90064	(310) 473-8451	not found	-118.4310043	34.026637
816	Kelly&#39s Coffee & Fudge Factory	10250 Santa Monica Blvd, Los Angeles, CA 90067	(310) 284-5705	http://www.kellyscoffee.com	-118.4194176	34.0596101
817	Highrise Cafe	404 S Figueroa St Ste 402, Los Angeles, CA 90071	(213) 624-6122	http://misinc.net	-118.2561946	34.0529106
818	The Coffee Bean & Tea Leaf	601 W 5th St, Los Angeles, CA 90071	(213) 689-8087	http://coffeebean.com	-118.2539876	34.0507777
819	Romey&#39s Cafe In The Heights	3510 N Broadway, Los Angeles, CA 90031	(323) 224-9964	http://www.cafeintheheights.webs.com	-118.2033736	34.073524
820	Starbucks Coffee	556 S Fair Oaks Ave, Pasadena, CA 91105	(626) 395-0626	http://www.starbucks.com	-118.150166	34.1363153
821	Yum-Yum Donuts	2601 Colorado Blvd, Los Angeles, CA 90041	(323) 257-5831	http://www.yumyumdonuts.com	-118.2230095	34.1424531
822	Winchell&#39s Donuts	3023 W Florence Ave, Los Angeles, CA 90043	(323) 751-7462	http://www.winchells.com	-118.3263944	33.9747395
823	Tom N Toms	333 S Alameda St, Los Angeles, CA 90013	(213) 625-7600	http://www.tomntoms.com	-118.2384922	34.0452743
824	The Coffee Bean & Tea Leaf	8601 Lincoln Blvd, Los Angeles, CA 90045	(310) 665-9814	http://coffeebean.com	-118.4199801	33.9590609
825	Mousse Fantasy & Beard Papas	2130 Sawtelle Blvd, Los Angeles, CA 90025	(310) 479-6665	not found	-118.4414953	34.0391901
826	Seattle&#39s Best Coffee	3335 S Figueroa St, Los Angeles, CA 90007	(213) 741-0691	http://www.seattlesbest.com	-118.2798382	34.0227992
827	Cafe Verona By Chef Owner Celestino	201 S La Brea Ave, Los Angeles, CA 90036	(323) 934-6188	http://www.cafeveronala.com	-118.3442721	34.0709093
828	Coffee Bar	500 World Way, Los Angeles, CA 90045	not found	not found	-118.40456	33.9413157
829	It&#39s Boba Time	3450 W 6th St, Los Angeles, CA 90020	(213) 365-2622	http://www.itsbobatime.com	-118.2966711	34.0635651
830	Tea & Cup	1158 Crocker St, Los Angeles, CA 90021	(213) 749-1429	not found	-118.2514522	34.0332951
831	Brew N Beans	11911 San Vicente Blvd Ste 148, Los Angeles, CA 90049	(310) 471-0240	not found	-118.4701593	34.0531564
832	The Coffee Bean & Tea Leaf	209 S Mednik Ave, Los Angeles, CA 90022	(323) 263-9317	http://coffeebean.com	-118.1620479	34.0349676
833	Post And Beam Restaurant	3767 Santa Rosalia Dr, Los Angeles, CA 90008	(323) 299-5599	http://www.postandbeamla.com	-118.339044	34.00986
834	Bellissimo Cafe	4771 Eagle Rock Blvd, Los Angeles, CA 90041	(323) 255-2233	http://www.bellissimocafe.com	-118.2162955	34.1319778
835	Foodcraft Coffee & Refreshments	1625 Riverside Dr, Los Angeles, CA 90031	(323) 223-2381	http://www.foodcraft.com	-118.240677	34.093656
836	Coffee Prince	807 E 12th St, Los Angeles, CA 90021	(213) 745-5031	not found	-118.2503247	34.0324297
838	Peet&#39s Coffee & Tea	727 Vine St Pavilions #2229 Grocery, Los Angeles, CA 90038	(323) 461-4167	http://www.peets.com	-118.3315838	34.0895186
839	Vicky&#39s Coffee Shop	410 W 7th St, Los Angeles, CA 90014	(213) 689-0018	not found	-118.2550663	34.0459417
840	Food Haus Cafe	2106 S Olive St, Los Angeles, CA 90007	(213) 741-0007	http://www.foodhauscafe.com	-118.268709	34.029909
841	The Coffee Bean & Tea Leaf	9541 W Pico Blvd, Los Angeles, CA 90035	(310) 282-9907	http://coffeebean.com	-118.396469	34.05556
842	Peet&#39s Coffee & Tea	11666 National Blvd Whole Foods; West La Grocery, Los Angeles, CA 90064	(310) 996-8840	http://www.peets.com	-118.4221519	34.0386656
843	Cafe Felix	799 Towne Ave, Los Angeles, CA 90021	(213) 623-7840	not found	-118.2476125	34.037675
844	Winchell&#39s Donuts	1457 E Florence Ave, Los Angeles, CA 90001	(323) 277-3255	http://www.winchells.com	-118.2482459	33.9751993
845	Ruby&#39s Diner	100 Citadel Dr, Commerce, CA 90040	(323) 382-7829	http://www.rubys.com	-118.152828	34.0059528
846	Dinosaur Coffee	4334 W. Sunset Blvd, Los Angeles, CA 90029	not found	http://www.dinosaurcoffee.com	-118.2838024	34.0952065
847	Foodlab	3206 W Sunset Blvd, Los Angeles, CA 90026	(323) 661-2666	http://foodlab-la.com	-118.2751224	34.0854355
848	Starbucks Coffee	11700 Barrington Ct, Los Angeles, CA 90049	(310) 472-7119	http://www.starbucks.com	-118.4693261	34.064474
849	The Coffee Bean & Tea Leaf	10250 Santa Monica Blvd # 9014, Los Angeles, CA 90067	(310) 557-8435	http://coffeebean.com	-118.4194176	34.0596101
850	Jessica Cafe	475 S Curson Ave, Los Angeles, CA 90036	(323) 930-2268	not found		
851	Intelligentsia Coffee	3922 W Sunset Blvd, Los Angeles, CA 90029	(323) 663-6173	http://www.intelligentsiacoffee.com	-118.2803654	34.0921238
852	Olympic Doughnuts	2337 E 4th St, Los Angeles, CA 90033	(323) 263-2365	not found	-118.2125484	34.0409691
853	Tom N Toms	3300 W 6th St Ste D, Los Angeles, CA 90020	(213) 427-9867	http://tomntoms.com	-118.2943457	34.063411
854	Caffe Barista	3600 Wilshire Blvd, Los Angeles, CA 90010	(213) 388-8837	not found	-118.3036388	34.0607067
855	Coopers Concessions and Cafe Srvcs	500 W Temple St, Los Angeles, CA 90012	(213) 629-8386	http://maidesigns.com/cooper/photo%20gallery.html	-118.246127	34.0567061
856	City Collage Cafe	710 N Heliotrope Dr, Los Angeles, CA 90029	(323) 664-0600	not found	-118.2946972	34.0839914
857	The Coffee Bean & Tea Leaf	801 W 7th St, Los Angeles, CA 90017	(213) 622-9748	http://coffeebean.com	-118.2588285	34.0489815
858	Charlie&#39s Coffee House	266 Monterey Rd Ste A, South Pasadena, CA 91030	(323) 474-6753	http://charliescoffeehouse.com	-118.1702257	34.1117492
859	Starbucks Coffee	8817 S Sepulveda Blvd, Los Angeles, CA 90045	(310) 342-0152	http://www.starbucks.com	-118.3964848	33.956788
860	The Coffee Bean & Tea Leaf	300 S La Cienega Blvd, Los Angeles, CA 90048	(310) 360-9777	http://coffeebean.com	-118.3761716	34.0729921
861	Yum-Yum Donuts	3351 Whittier Blvd, Los Angeles, CA 90023	(323) 267-8630	http://www.yumyumdonuts.com	-118.2012899	34.0281372
862	Starbucks Coffee	2215 Westwood Blvd, Los Angeles, CA 90064	(310) 441-9002	http://www.starbucks.com	-118.431642	34.0431744
863	Coffee Beanery	3666 S Soto St, Vernon, CA 90058	(323) 585-5551	http://www.coffeebeanery.com	-118.2196595	34.0091612
864	Peet&#39s Coffee & Tea	1050 Gayley Ave, Los Angeles, CA 90024	(909) 687-4658	http://www.peets.com	-118.4470792	34.0612344
865	Starbucks Coffee	1090 Wilshire Blvd, Los Angeles, CA 90017	(213) 250-8291	http://www.starbucks.com	-118.2632838	34.0519592
866	De Cafe Baristas	500 N Atlantic Blvd, Monterey Park, CA 91754	(626) 872-6302	not found	-118.1339631	34.0694725
867	Peet&#39s Coffee & Tea	2035 Hillhurst Ave Albertsons #6387 Grocery, Los Angeles, CA 90027	(323) 660-0687	http://www.peets.com	-118.2935891	34.1220545
868	Alex&#39s Deli & Coffee House	8920 Wilshire Blvd Ste 100, Beverly Hills, CA 90211	(310) 659-4022	not found	-118.3865184	34.0665626
869	Caffe Primo	612 S Flower St, Los Angeles, CA 90017	(213) 895-5012	http://www.iloveprimo.com	-118.257453	34.049543
870	Tapioca Express	11870 Santa Monica Blvd, Los Angeles, CA 90025	(310) 571-3229	http://www.tapiocaexpress.com	-118.4593706	34.0417367
871	Koala Tea Inc	10965 Weyburn Ave, Los Angeles, CA 90024	(310) 824-1500	not found	-118.4476723	34.0624922
872	Boba Ave	2089 S Atlantic Blvd Ste A, Monterey Park, CA 91754	(323) 981-8711	not found	-118.1435001	34.0402611
873	George&#39s Greek Cafe	445 S Figueroa St Ste 102, Los Angeles, CA 90071	(213) 627-2334	http://www.gerogesgreekcafela.com	-118.2570036	34.053263
874	The Coffee Bean & Tea Leaf	3415 S Figueroa St, Los Angeles, CA 90089	(213) 821-3482	http://coffeebean.com	-118.2812969	34.0204157
875	Caffe Paraggi	1888 Century Park E, Los Angeles, CA 90067	(310) 284-8555	http://www.caffeparaggi.com	-118.4139544	34.0611364
876	Bar Verde-Nordstrom The Grove	189 The Grove Dr, Los Angeles, CA 90036	(323) 900-1610	http://shop.nordstrom.com/c/nordstrom-restaurants?cm_mmc=dacgroup-_-llm-_-rest-_-21349	-118.3568692	34.0713424
877	The Coffee Bean & Tea Leaf	6922 Hollywood Blvd, Los Angeles, CA 90028	(323) 467-7785	http://coffeebean.com	-118.3408739	34.1012278
878	Starbucks Coffee	257 S La Cienega Blvd, Beverly Hills, CA 90211	(310) 659-9562	http://www.starbucks.com	-118.3764294	34.0635657
879	Casa Blanca Coffee Lounge	5718 Hollywood Blvd, Los Angeles, CA 90028	(323) 462-7500	http://www.cascof.com	-118.3142461	34.1015414
880	Edibles	1888 Century Park E Ste LL30, Los Angeles, CA 90067	(310) 556-2790	http://www.ediblescoffeeshop.com	-118.4139544	34.0611364
881	Pure & Natural Blands Cafe	3081 E Slauson Ave, Huntington Park, CA 90255	(323) 589-0875	not found	-118.213616	33.989499
882	Starbucks Coffee	10861 Weyburn Ave, Los Angeles, CA 90024	(310) 893-2360	http://www.starbucks.com	-118.4437229	34.0634835
883	Bottega Louie	700 S Grand Ave, Los Angeles, CA 90017	(213) 802-1470	http://www.bottegalouie.com	-118.2566807	34.0469319
884	City Bean	5051 W Jefferson Blvd, Los Angeles, CA 90016	(323) 734-0828	http://www.citybean.com	-118.35385	34.025757
885	Caffe Etc	6371 Selma Ave, Los Angeles, CA 90028	(323) 464-8824	http://www.caffeetc.com	-118.3292987	34.0998856
886	Corner Bakery Cafe	100 N La Cienega Blvd, Los Angeles, CA 90048	(310) 358-9146	http://www.cornerbakerycafe.com	-118.3761593	34.0750174
887	Xotic Cafe	1707 N Kenmore Ave, Los Angeles, CA 90027	(323) 661-0430	not found	-118.2974056	34.1021572
888	Marie&#39s Deli & Cafe	731 W 7th St, Los Angeles, CA 90017	(213) 622-5283	http://www.mariescoffeedeli.com	-118.2583051	34.0486407
889	Lee Hwan Jae	3224 W Olympic Blvd, Los Angeles, CA 90006	(323) 766-1022	not found	-118.3069616	34.052391
890	Art&#39s Coffee Shop	650 S Hill St, Los Angeles, CA 90014	(213) 489-2164	not found	-118.2539955	34.045895
891	Sunset Junction Coffee Shop	3916 W Sunset Blvd, Los Angeles, CA 90029	(323) 661-1600	http://www.sunsetjunctioncoffeeshop.com	-118.2800994	34.091921
892	Niles Cafe	1253 Vine St, Los Angeles, CA 90038	(323) 957-2767	not found	-118.3276732	34.0940036
893	Lette Macarons	107 Japanese Village Plaza Mall, Los Angeles, CA 90012	(213) 621-4457	http://www.lettemacarons.com	-118.2395682	34.0493321
894	Las Ranas Cafe	5472 Valley Blvd, Los Angeles, CA 90032	(323) 224-0435	not found	-118.1636744	34.0734658
895	Javista Organic Coffee Bar	6707 W Sunset Blvd, Los Angeles, CA 90028	(323) 464-6707	http://javistacafe.com	-118.3365432	34.0982216
896	Kc&#39s Cafe	8320 Lincoln Blvd, Los Angeles, CA 90045	(310) 348-9697	not found	-118.4209761	33.9622862
897	Unknown	4159 W Pico Blvd, Los Angeles, CA 90019	(323) 373-1550	not found	-118.3261344	34.0477891
898	323 Bakery Cafe	3070 Los Feliz Blvd., Los Angeles, CA 90039	(818) 390-4222	http://www.323bakerycafe.com	-118.2661176	34.1244598
899	Cuvee	2000 Avenue Of The Stars Ste 35, Los Angeles, CA 90067	(310) 277-3303	http://www.cuveechicago.com	-118.4148332	34.0583595
900	Cafe Theater	3600 Wilshire Blvd, Los Angeles, CA 90010	(213) 380-7300	not found	-118.3036388	34.0607067
901	Zosa Cafe	5526 Monterey Rd, Los Angeles, CA 90042	(323) 478-9259	not found	-118.1863848	34.1020042
902	Cafe 5230	5230 Pacific Concourse Dr, Los Angeles, CA 90045	(310) 643-8700	not found	-118.3732161	33.9282798
903	Il Caffe Inc.	855 S Broadway, Los Angeles, CA 90014	(213) 612-0331	not found	-118.2561081	34.0426364
904	Ruby&#39s Diner	201 World Way - Terminal 6, Los Angeles, CA 90045	(310) 646-2480	http://www.rubys.com	-118.4021501	33.9416068
905	Mary & Robb&#39s Restaurant	1453 Westwood Blvd, Los Angeles, CA 90024	(310) 478-3822	not found	-118.4412206	34.0542894
906	Blue Diamond	633 S Hill St, Los Angeles, CA 90014	(213) 622-1777	http://bluediamond.com	-118.2540903	34.0466761
907	Boba 7	518 W 7th St, Los Angeles, CA 90014	(213) 538-8022	http://labobatory.com	-118.2562615	34.0467024
908	Starbucks Coffee	727 Vine St, Los Angeles, CA 90038	(323) 461-4167	http://www.starbucks.com	-118.3270765	34.0844268
909	Anny&#39s	265 S Robertson Blvd Ste 1, Beverly Hills, CA 90211	(310) 854-4499	not found	-118.3837117	34.0630773
910	Nina&#39s Cafe	4348 Florence Ave, Cudahy, CA 90201	(323) 484-9803	not found	-118.189868	33.970019
911	Lacre Me Cafe	7376 Melrose Ave, Los Angeles, CA 90046	(323) 951-1007	http://www.lacremecafela.com	-118.3507782	34.0833863
912	Peet&#39s Coffee & Tea	701 W Cesar E Chavez Ave, Los Angeles, CA 90012	(213) 337-0172	http://www.peets.com	-118.2438934	34.0614447
913	Peet&#39s Coffee & Tea	1430 S Fairfax Ave Vons #2268 Grocery, Los Angeles, CA 90019	(323) 939-9335	http://www.peets.com	-118.3403506	34.0489277
914	Marmalade Cafe	6333 W 3rd St E-17, Los Angeles, CA 90036	(323) 954-0088	http://www.marmaladecafe.com	-118.3605725	34.0717892
915	Peet&#39s Coffee & Tea	5877 Franklin Ave Gelson&#39s #114 Grocery, Los Angeles, CA 90028	(323) 464-7316	http://www.peets.com	-118.325739	34.1012181
916	Rutt&#39s Hawaiian Cafe & Catering	12114 W Washington Blvd, Los Angeles, CA 90066	(310) 398-6326	http://www.ruttscafe.com	-118.4246813	33.9971722
917	Homeboy Bakery	130 Bruno St, Los Angeles, CA 90012	(213) 617-0365	http://www.homeboyindustries.org	-118.2356866	34.0623248
918	Yum-Yum Donuts	3501 Slauson Ave, Maywood, CA 90270	(323) 582-6523	http://www.yumyumdonuts.com	-118.2028005	33.9889176
919	It&#39s A Grind Coffy House	201 N Los Angeles St, Los Angeles, CA 90012	(213) 617-0400	http://www.itsagrind.com	-118.2419713	34.0525534
920	Via Cafe	451 Gin Ling Way, Los Angeles, CA 90012	(213) 617-1481	http://viacafechinatown.com	-118.2374885	34.0656212
921	Peet&#39s Coffee & Tea	330 N Atlantic Blvd Ralph&#39s #0715 Grocery, Monterey Park, CA 91754	(626) 289-0261	http://www.peets.com	-118.1415261	34.0472318
922	Winchell&#39s Donuts	1316 Vine St, Los Angeles, CA 90028	(323) 462-8617	http://www.winchells.com	-118.3263516	34.0948613
923	Longshot	625 N San Vicente Blvd, West Hollywood, CA 90069	(310) 734-7742	http://longshotcoffee.com	-118.3840044	34.082012
924	Starbucks Coffee	241 S Central Ave, Glendale, CA 91204	(818) 547-9687	http://www.starbucks.com	-118.2581136	34.1430177
925	Silverlake Coffee Co	2388 Glendale Blvd, Los Angeles, CA 90039	(323) 913-0388	not found	-118.2589731	34.0998871
926	Casa De Dulce	317 S Broadway # D4, Los Angeles, CA 90013	(213) 687-7367	not found	-118.2487951	34.050655
927	Coffee Station	800 N Vermont Ave, Los Angeles, CA 90029	(323) 661-8090	not found	-118.2913798	34.0858052
928	Le Pain Quotidien	523 W 6th St, Los Angeles, CA 90014	(213) 488-1781	http://www.lepainquotidien.us	-118.2547171	34.0486546
929	Starbucks Coffee	12057 Wilshire Blvd, Los Angeles, CA 90025	(310) 477-8746	http://www.starbucks.com	-118.4669049	34.0448528
930	Lamill Coffee Inc	112 Westminster Ave, Alhambra, CA 91803	(626) 202-0323	not found	-118.155744	34.0836054
931	Green Tea Terrace	1037 Westwood Blvd, Los Angeles, CA 90024	(310) 443-9910	not found	-118.4453273	34.061918
932	The Coffee Bean & Tea Leaf	909 N Sepulveda Blvd , Suite 135, Los Angeles, CA 90049	(310) 535-5596	http://coffeebean.com	-118.4724716	34.0806485
933	Toastation	2707 1/2 W 8th St, Los Angeles, CA 90005	(213) 388-2321	not found	-118.2847398	34.0579645
934	House Of Pies	1869 N Vermont Ave, Los Angeles, CA 90027	(323) 666-9961	not found	-118.2921079	34.10511
935	Starbucks Coffee	8595 Santa Monica Blvd, West Hollywood, CA 90069	(310) 659-1856	http://www.starbucks.com	-118.3790521	34.0882784
936	Peet&#39s Coffee & Tea	2626 Colorado Blvd Target #1408 Grocery, Los Angeles, CA 90041	(323) 258-1355	http://www.peets.com	-118.2117257	34.1322469
937	Home Restaurant	1760 Hillhurst Ave, Los Angeles, CA 90027	(323) 669-0211	http://www.homelosfeliz.com	-118.2871728	34.103085
938	Berri&#39s Pizza Cafe	8412 W 3rd St, Los Angeles, CA 90048	(323) 852-0642	http://berriscafeonthird.com	-118.373812	34.0728334
939	Peet&#39s Coffee & Tea	735 S Figueroa St Target #2776 Grocery, Los Angeles, CA 90017	(213) 330-4543	http://www.peets.com	-118.2672801	34.0543797
940	Cafe Todo Dia	3003 W Olympic Blvd, Los Angeles, CA 90006	(213) 739-0112	not found	-118.3006189	34.0529507
941	Starbucks Coffee	8000 W Sunset Blvd # B110, Los Angeles, CA 90046	(323) 656-1812	http://www.starbucks.com	-118.3652003	34.0974962
942	C M at Westwood Gateway	11111 Santa Monica Blvd, Los Angeles, CA 90025	(310) 477-4701	not found	-118.4450073	34.0479682
943	Don Francisco Gourmet Coffee	2700 Fruitland Ave, Vernon, CA 90058	(323) 582-0671	not found	-118.2230447	33.9959342
944	The Nickel	524 S Main St, Los Angeles, CA 90013	(213) 623-8301	not found	-118.2487994	34.0459093
945	Coffee Plus Food	5630 Melrose Ave, Los Angeles, CA 90038	(323) 962-3390	http://www.coffeeplusfood.com	-118.32333	34.083276
946	Yum-Yum Donuts	3642 Crenshaw Blvd, Los Angeles, CA 90016	(323) 298-9749	http://www.yumyumdonuts.com	-118.3348254	34.0219285
947	Las Ranas Cafe Restaurant Numero Dos	5237 W Adams Blvd, Los Angeles, CA 90016	(323) 934-7084	http://www.lasranascafela.com	-118.3564225	34.0327689
948	Blue Bottle Coffee Inc	582 Mateo St, Los Angeles, CA 90013	(213) 621-4194	http://bluebottlecoffee.com	-118.2325303	34.0390875
949	Le Pain Quotidien	320 S Robertson Blvd, Los Angeles, CA 90048	(310) 858-7270	http://www.lepainquotidien.us	-118.3834637	34.0729318
950	Starbucks Coffee	6933 Hollywood Blvd, Los Angeles, CA 90028	(323) 462-1602	http://www.starbucks.com	-118.3415313	34.1018332
951	Peet&#39s Coffee & Tea	8824 Sepulveda Westway, Los Angeles, CA 90045	(310) 645-2035	http://www.peets.com	-118.398184	33.9568828
952	Starbucks Coffee	1161 Westwood Blvd, Los Angeles, CA 90024	(310) 208-5505	http://www.starbucks.com	-118.4447756	34.0593394
953	Kaldi Coffee & Tea	1019 El Centro St, South Pasadena, CA 91030	(626) 403-5951	http://kaldicoffeeandtea.com	-118.1563946	34.1145811
954	Starbucks Coffee	4430 York Blvd, Los Angeles, CA 90041	(323) 340-8059	http://www.starbucks.com	-118.2195864	34.1236317
955	Peet&#39s Coffee & Tea	3901 Crenshaw Blvd Albertsons #6131 Grocery, Los Angeles, CA 90008	(323) 295-1919	http://www.peets.com	-118.3491169	34.0083231
956	City Cafe	425 E Colorado St # 130, Glendale, CA 91205	(818) 247-7996	http://www.citycafescranton.com	-118.2504202	34.1431363
957	Starbucks Coffee	7121 Atlantic Ave, Cudahy, CA 90201	(323) 560-4458	http://www.starbucks.com	-118.1884416	33.9705879
958	Studio Cafe	3575 Cahuenga Blvd W Ste 460, Los Angeles, CA 90068	(323) 876-9240	not found	-118.358351	34.133748
959	Kassava Cafe	8608 W 3rd St, Los Angeles, CA 90048	(310) 385-9298	not found	-118.3800334	34.0733931
960	Starbucks Coffee	7100 Santa Monica Blvd Suite 201, West Hollywood, CA 90046	(323) 874-2135	http://www.starbucks.com	-118.3447075	34.0902545
961	Silverback Coffee of Rwanda	3221 S Hill St, Los Angeles, CA 90007	(213) 765-8100	http://www.silverbackcoffeeofrwanda.com	-118.2744214	34.0207528
962	Starbucks Coffee	9824 National Blvd, Los Angeles, CA 90034	(310) 839-1483	http://www.starbucks.com	-118.4008342	34.0311025
963	Seven Star Coffee	650 S Hill St Ste S1, Los Angeles, CA 90014	(213) 622-8475	not found	-118.2539955	34.045895
964	Starbucks Coffee	2556 Glendale Blvd, Los Angeles, CA 90039	(323) 913-3506	http://www.starbucks.com	-118.2591637	34.1044574
965	Dunkin&#39 Donuts	100 World Way, Los Angeles, CA 90045	(310) 698-9358	http://www.dunkindonuts.com	-118.4005654	33.9449481
966	Dlush	6801 Hollywood Blvd # 253, Los Angeles, CA 90028	(323) 467-2811	http://www.dlush.com	-118.3399805	34.1026077
967	Ccl	755 S Hobart Blvd, Los Angeles, CA 90005	(213) 389-6138	not found	-118.305708	34.05807
968	Aroma Bakery Cafe	7373 W Sunset Blvd, Los Angeles, CA 90046	(323) 850-8120	http://www.aromabakery.com	-118.3507825	34.0982518
969	Lab Coffee	429 N Western Ave, Los Angeles, CA 90004	(323) 465-6788	http://labcoffee.com	-118.3096917	34.0789308
970	Starbucks Coffee	1850 W Slauson Ave, Los Angeles, CA 90047	(323) 292-4429	http://www.starbucks.com	-118.3110814	33.988873
971	Starbucks Coffee	6021 Pacific Blvd, Huntington Park, CA 90255	(323) 584-0492	http://www.starbucks.com	-118.2260063	33.9868383
972	Seven Star Coffee 2	701 S Broadway, Los Angeles, CA 90014	(213) 688-7362	not found	-118.2536539	34.0451866
973	Yum-Yum Donuts	12201 Venice Blvd, Los Angeles, CA 90066	(310) 397-9391	http://www.yumyumdonuts.com	-118.4316164	34.0051083
974	Sangak Cafe	8702 W Pico Blvd, Los Angeles, CA 90035	(310) 657-8272	not found	-118.3818845	34.0542364
975	Rise N Grind	6501 Hollywood Blvd, Los Angeles, CA 90028	(323) 464-4100	not found	-118.331205	34.101895
976	Orchid Restaurant and Cafe	3900 W 6th St, Los Angeles, CA 90020	(213) 251-8886	http://www.orchidlosangeles.com/index_s.php	-118.308078	34.063253
977	Suehiro Cafe Inc	337 E 1st St, Los Angeles, CA 90012	(213) 626-9132	http://suehirocafe.menutoeat.com	-118.2397619	34.0498855
978	Apffel Edw Coffee Co	1900 E 25th St, Los Angeles, CA 90058	(213) 747-7361	http://www.apffels.com	-118.2370274	34.0144067
979	Daily Coffee and Donuts	5117 S Figueroa St Apt S, Los Angeles, CA 90037	(323) 846-8955	not found	-118.2827043	33.9963621
980	The Coffee Bean & Tea Leaf	1845 S La Cienega Blvd, Los Angeles, CA 90035	(310) 815-1255	http://coffeebean.com	-118.3768206	34.0428464
981	Starbucks Coffee	4700 W Pico Blvd, Los Angeles, CA 90019	(323) 936-5032	http://www.starbucks.com	-118.3377602	34.0482914
982	La Peer Coffee Shop	8920 Wilshire Blvd # 620, Beverly Hills, CA 90211	(310) 652-5004	http://lapeerpediatrics.com	-118.3865184	34.0665626
983	Starbucks Coffee	5453 Hollywood Blvd, Los Angeles, CA 90027	(323) 462-5506	http://www.starbucks.com	-118.3090115	34.1020057
984	Winchell&#39s Donuts	1700 S Western Ave, Los Angeles, CA 90006	(323) 731-9725	http://www.winchells.com	-118.3087168	34.0425174
985	City Spa Cafe	5325 W Pico Blvd, Los Angeles, CA 90019	(323) 692-9233	http://kwazarmultimedia.com/cityspa/bullshit.htm	-118.354462	34.048639
986	Infusion Cafe	808 S Spring St, Los Angeles, CA 90014	(213) 327-2255	not found	-118.2537384	34.0427001
987	Golden Wheat Bakery	7300 W Sunset Blvd Ste H, Los Angeles, CA 90046	(323) 876-3932	http://www.goldenwheatbakery.com	-118.3499347	34.0976232
988	Park Central Building	412 W 6th St Ste 1314, Los Angeles, CA 90014	(213) 627-3996	http://parkcentralbuilding.com	-118.2537569	34.0475484
989	Stumptown Coffee	806 S Santa Fe Ave, Los Angeles, CA 90021	(213) 337-0950	http://www.stumptowncoffee.com	-118.2298756	34.0332568
990	Cafe Deluxe	6040 Bandini Blvd, Commerce, CA 90040	(213) 293-7101	not found	-118.1526589	33.9898659
991	Dolcini Caffe Espresso	611 Wilshire Blvd, Los Angeles, CA 90017	(213) 624-4007	http://www.camminga.com	-118.2561845	34.0483197
992	Coffee Tree USA Inc	1513 S Victoria Ave, Los Angeles, CA 90019	(213) 272-7502	not found	-118.329681	34.0456379
993	Starbucks Coffee	6102 W Sunset Blvd, Los Angeles, CA 90028	(323) 467-6404	http://www.starbucks.com	-118.3224689	34.097303
994	Starbucks Coffee	603 S Spring St, Los Angeles, CA 90014	(213) 623-2751	http://www.starbucks.com	-118.2513106	34.0458891
995	Lingle Bros Coffee	6500 Garfield Ave, Bell Gardens, CA 90201	(562) 927-3317	not found	-118.1471472	33.9724557
